Age,Attrition,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,Income_bin,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome
36,0,Non-Travel,Research & Development,Life Sciences,1,Male,4,1,2,Married,2810,1,No,5,3,5,4,0,2,9
34,0,Travel_Rarely,Sales,Marketing,1,Male,3,3,4,Single,9888,4,No,14,2,14,8,2,1,1
34,0,Travel_Rarely,Sales,Medical,4,Male,3,3,3,Divorced,8628,3,No,9,2,8,7,1,1,13
26,0,Travel_Rarely,Research & Development,Medical,3,Male,3,1,1,Single,2867,1,No,8,2,7,7,7,6,1
29,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,2,1,Married,5373,2,No,6,2,5,3,0,2,1
32,0,Non-Travel,Research & Development,Medical,3,Female,3,2,4,Divorced,6667,3,No,9,3,5,1,1,2,15
31,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,1,2,1,Married,5003,2,No,10,3,10,8,8,7,1
28,1,Travel_Rarely,Research & Development,Technical Degree,3,Male,2,1,4,Divorced,2367,1,No,6,2,4,1,0,3,17
38,0,Travel_Rarely,Sales,Life Sciences,1,Male,2,1,1,Single,2858,1,No,20,2,1,0,0,0,1
35,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,2,4,Married,5204,2,Yes,10,3,10,8,0,9,7
27,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,4,Single,4105,2,No,7,3,7,7,0,7,9
32,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,2,4,Single,9679,4,No,8,3,1,0,0,0,5
31,1,Travel_Frequently,Sales,Marketing,1,Male,3,2,4,Married,5617,2,Yes,10,3,10,7,0,8,26
53,1,Travel_Rarely,Sales,Life Sciences,1,Male,3,3,1,Single,10448,4,Yes,15,2,2,2,2,2,24
54,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,3,Married,2897,1,No,9,2,4,3,2,3,9
33,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,2,3,Divorced,5968,2,No,9,3,9,7,2,8,7
43,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,3,3,Married,7510,3,No,10,3,10,9,0,9,11
38,0,Travel_Frequently,Human Resources,Other,4,Male,3,1,2,Married,2991,1,Yes,7,3,6,2,1,2,1
55,0,Travel_Rarely,Human Resources,Human Resources,3,Male,4,5,2,Married,19636,6,Yes,35,3,10,9,1,4,26
31,0,Travel_Rarely,Research & Development,Medical,4,Female,1,1,4,Divorced,1129,1,Yes,1,3,1,0,0,0,2
39,0,Travel_Rarely,Sales,Marketing,2,Male,3,4,1,Single,13341,5,No,21,3,20,8,11,10,15
42,0,Non-Travel,Research & Development,Life Sciences,4,Male,2,2,3,Single,4332,2,No,20,3,20,9,3,7,23
31,0,Non-Travel,Research & Development,Medical,3,Female,3,3,3,Married,11031,4,No,13,4,11,7,4,8,10
54,0,Travel_Rarely,Research & Development,Medical,3,Female,3,2,1,Single,4440,2,Yes,9,3,5,2,1,4,10
24,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,2,2,3,Single,4617,2,No,4,2,4,3,1,2,1
23,0,Travel_Rarely,Research & Development,Other,4,Male,3,1,4,Single,2647,1,No,5,4,5,2,1,4,12
40,0,Travel_Frequently,Research & Development,Technical Degree,4,Female,3,2,3,Married,6323,3,No,10,4,10,9,9,4,11
40,0,Travel_Rarely,Sales,Marketing,2,Female,3,2,2,Married,5677,2,No,15,3,11,8,5,10,2
25,0,Travel_Rarely,Human Resources,Human Resources,3,Female,3,1,2,Married,2187,1,No,6,3,2,0,1,2,2
30,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,2,Married,3748,2,No,12,2,12,8,1,7,1
25,0,Travel_Rarely,Research & Development,Other,4,Male,3,1,3,Divorced,3977,2,Yes,7,2,2,2,0,2,2
47,0,Travel_Rarely,Research & Development,Medical,1,Male,3,3,3,Single,8633,3,No,25,3,17,14,12,11,25
33,0,Non-Travel,Research & Development,Medical,2,Male,2,1,3,Divorced,2008,1,No,1,2,1,1,0,0,1
38,0,Travel_Rarely,Sales,Life Sciences,4,Male,3,2,2,Married,4440,2,No,16,3,15,13,5,8,1
31,0,Travel_Rarely,Sales,Life Sciences,1,Male,3,1,3,Married,3067,2,No,3,3,2,2,1,2,2
38,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,2,2,3,Married,5321,2,No,10,3,8,3,7,7,6
42,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,1,Divorced,5410,2,Yes,9,2,4,3,1,2,18
41,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,4,Married,2782,1,No,12,3,5,3,1,0,1
47,0,Non-Travel,Research & Development,Medical,3,Female,3,3,2,Married,11957,4,No,14,1,13,8,5,12,1
35,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Married,2660,1,Yes,5,3,2,2,2,2,11
22,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,3,Single,3375,2,No,4,4,3,2,1,2,1
35,0,Travel_Rarely,Research & Development,Medical,2,Male,3,2,3,Single,5098,2,No,10,3,10,7,0,8,9
33,0,Travel_Rarely,Research & Development,Medical,2,Female,3,2,4,Married,4878,2,Yes,10,3,9,7,8,1,15
32,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,1,2,Single,2837,1,No,6,3,6,2,4,1,29
40,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,4,Married,2406,1,No,8,2,1,0,0,0,1
32,0,Travel_Rarely,Sales,Medical,2,Male,2,1,2,Married,2269,1,No,3,3,2,2,2,2,1
39,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,2,4,Single,4108,2,No,18,3,7,7,1,7,24
38,0,Travel_Rarely,Research & Development,Medical,2,Female,1,3,3,Married,13206,5,No,20,3,18,16,1,11,10
32,0,Travel_Rarely,Sales,Marketing,3,Female,3,3,4,Married,10422,4,No,14,3,14,10,5,7,1
37,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,4,3,4,Married,13744,5,Yes,16,3,16,11,6,8,10
25,0,Travel_Rarely,Sales,Other,1,Female,3,2,3,Divorced,4907,2,Yes,6,2,5,3,0,4,8
52,0,Non-Travel,Sales,Life Sciences,1,Male,3,1,4,Divorced,3482,2,No,16,2,9,8,0,0,29
44,0,Travel_Rarely,Research & Development,Medical,2,Male,3,1,4,Single,2436,1,Yes,6,3,4,3,1,2,1
21,0,Travel_Rarely,Sales,Medical,3,Male,3,1,1,Single,2380,1,Yes,2,3,2,2,1,2,5
39,0,Non-Travel,Research & Development,Life Sciences,4,Male,3,5,4,Single,19431,6,No,21,2,6,0,1,3,9
23,1,Travel_Frequently,Sales,Marketing,4,Male,3,1,1,Married,1790,1,No,1,2,1,0,1,0,9
36,0,Travel_Rarely,Sales,Medical,1,Female,2,3,4,Married,7644,3,No,10,3,9,7,3,4,3
36,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,2,2,Divorced,5131,2,No,18,3,4,2,0,2,4
56,0,Non-Travel,Research & Development,Life Sciences,3,Male,3,2,3,Divorced,6306,3,No,13,2,13,12,1,9,1
29,1,Travel_Rarely,Research & Development,Medical,1,Male,3,1,4,Married,4787,2,Yes,4,4,2,2,2,2,1
42,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,5,3,Married,18880,6,No,24,2,22,6,4,14,2
56,1,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,3,Married,2339,1,No,14,1,10,9,9,8,7
41,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,2,4,2,Married,13570,5,No,21,3,20,7,0,10,28
34,0,Travel_Rarely,Sales,Marketing,4,Female,2,2,3,Married,6712,3,No,8,3,8,7,1,7,28
36,0,Non-Travel,Sales,Marketing,4,Male,1,2,4,Divorced,5406,2,No,15,2,15,12,11,11,15
41,0,Travel_Rarely,Sales,Life Sciences,3,Male,2,2,2,Divorced,8938,3,No,14,3,5,4,0,4,3
32,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,1,Single,2439,1,No,4,3,4,2,1,2,2
35,0,Travel_Rarely,Human Resources,Life Sciences,3,Female,3,3,4,Single,8837,3,Yes,9,3,9,0,1,7,26
38,0,Travel_Rarely,Sales,Life Sciences,1,Female,3,2,4,Married,5343,2,No,10,3,10,7,1,9,10
50,1,Travel_Frequently,Sales,Life Sciences,2,Male,3,2,3,Divorced,6728,3,No,12,3,6,3,0,1,1
36,0,Travel_Rarely,Sales,Marketing,2,Female,2,2,4,Married,6652,3,No,8,2,6,3,0,0,11
45,0,Travel_Rarely,Sales,Life Sciences,4,Female,3,2,3,Single,4850,2,No,8,3,5,3,0,1,20
40,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,2,1,3,Single,2809,1,No,8,3,2,2,2,2,2
35,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,3,2,3,Married,5689,2,Yes,10,4,10,2,0,2,18
40,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,3,Married,2001,1,No,20,3,5,3,0,2,2
35,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,1,1,4,Married,2977,1,No,4,3,4,3,1,1,1
29,0,Travel_Rarely,Research & Development,Other,4,Male,2,2,2,Married,4025,2,Yes,10,3,4,3,0,3,13
29,0,Travel_Rarely,Research & Development,Medical,4,Female,2,1,1,Single,3785,2,No,5,1,5,4,0,4,28
50,1,Travel_Rarely,Sales,Marketing,4,Male,2,3,1,Divorced,10854,4,Yes,20,3,3,2,2,0,28
39,0,Travel_Rarely,Sales,Marketing,2,Female,2,4,4,Married,12031,5,No,21,2,20,9,9,6,24
31,0,Non-Travel,Research & Development,Medical,2,Male,3,2,1,Single,9936,4,No,10,3,9,4,1,7,5
26,0,Travel_Rarely,Sales,Other,4,Female,2,1,3,Single,2966,1,No,5,3,4,2,0,0,5
36,0,Travel_Frequently,Research & Development,Medical,3,Male,4,2,4,Married,2571,1,No,17,3,5,2,0,3,23
39,0,Travel_Rarely,Research & Development,Medical,4,Male,2,3,1,Married,9991,4,No,9,3,7,7,1,7,6
27,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,4,2,2,Married,6142,3,Yes,6,3,6,2,0,3,4
49,0,Travel_Frequently,Sales,Medical,4,Male,2,2,2,Married,5390,2,No,17,2,9,6,0,8,2
34,0,Travel_Rarely,Research & Development,Medical,2,Male,4,2,3,Married,4404,2,No,6,4,4,3,1,2,8
